Iterations,Accuracy (%),Attack,Aggregator,Momentum,LR,seed
240,14.603365384615385,BF,RFA,0.5,0.001,0
270,14.93389423076923,BF,RFA,0.5,0.001,0
300,15.32451923076923,BF,RFA,0.5,0.001,0
330,15.635016025641026,BF,RFA,0.5,0.001,0
360,16.045673076923077,BF,RFA,0.5,0.001,0
390,16.366185897435898,BF,RFA,0.5,0.001,0
420,16.656650641025642,BF,RFA,0.5,0.001,0
450,16.95713141025641,BF,RFA,0.5,0.001,0
480,17.237580128205128,BF,RFA,0.5,0.001,0
510,17.608173076923077,BF,RFA,0.5,0.001,0
540,17.828525641025642,BF,RFA,0.5,0.001,0
570,18.189102564102566,BF,RFA,0.5,0.001,0
600,18.579727564102566,BF,RFA,0.5,0.001,0
30,80.33854166666667,BF,RFA,0.7,0.5,256
60,80.1983173076923,BF,RFA,0.7,0.5,256
90,83.34334935897436,BF,RFA,0.7,0.5,256
120,82.51201923076923,BF,RFA,0.7,0.5,256
150,78.26522435897436,BF,RFA,0.7,0.5,256
180,79.66746794871794,BF,RFA,0.7,0.5,256
210,71.25400641025641,BF,RFA,0.7,0.5,256
240,80.68910256410257,BF,RFA,0.7,0.5,256
270,78.97636217948718,BF,RFA,0.7,0.5,256
300,77.01322115384616,BF,RFA,0.7,0.5,256
330,80.39863782051282,BF,RFA,0.7,0.5,256
360,79.14663461538461,BF,RFA,0.7,0.5,256
390,78.6358173076923,BF,RFA,0.7,0.5,256
420,74.45913461538461,BF,RFA,0.7,0.5,256
450,80.49879807692308,BF,RFA,0.7,0.5,256
480,78.10496794871794,BF,RFA,0.7,0.5,256
510,73.99839743589743,BF,RFA,0.7,0.5,256
540,74.00841346153847,BF,RFA,0.7,0.5,256
570,75.32051282051282,BF,RFA,0.7,0.5,256
600,65.80528846153847,BF,RFA,0.7,0.5,256
30,62.19951923076923,BF,RFA,0.99,0.05,0
60,63.81209935897436,BF,RFA,0.99,0.05,0
90,62.810496794871796,BF,RFA,0.99,0.05,0
120,66.0957532051282,BF,RFA,0.99,0.05,0
150,72.13541666666667,BF,RFA,0.99,0.05,0
180,79.00641025641026,BF,RFA,0.99,0.05,0
210,79.9579326923077,BF,RFA,0.99,0.05,0
240,79.65745192307692,BF,RFA,0.99,0.05,0
270,81.82091346153847,BF,RFA,0.99,0.05,0
300,84.17467948717949,BF,RFA,0.99,0.05,0
330,84.14463141025641,BF,RFA,0.99,0.05,0
360,73.21714743589743,BF,RFA,0.99,0.05,0
390,72.3457532051282,BF,RFA,0.99,0.05,0
420,74.27884615384616,BF,RFA,0.99,0.05,0
450,74.58934294871794,BF,RFA,0.99,0.05,0
480,77.51402243589743,BF,RFA,0.99,0.05,0
510,79.06650641025641,BF,RFA,0.99,0.05,0
540,79.67748397435898,BF,RFA,0.99,0.05,0
570,80.46875,BF,RFA,0.99,0.05,0
600,80.13822115384616,BF,RFA,0.99,0.05,0
30,78.92628205128206,BF,RFA,0.7,0.5,42
60,81.04967948717949,BF,RFA,0.7,0.5,42
90,81.04967948717949,BF,RFA,0.7,0.5,42
120,74.16866987179488,BF,RFA,0.7,0.5,42
150,74.63942307692308,BF,RFA,0.7,0.5,42
180,79.86778846153847,BF,RFA,0.7,0.5,42
210,74.02844551282051,BF,RFA,0.7,0.5,42
240,70.1923076923077,BF,RFA,0.7,0.5,42
270,81.94110576923077,BF,RFA,0.7,0.5,42
300,74.2988782051282,BF,RFA,0.7,0.5,42
330,78.70592948717949,BF,RFA,0.7,0.5,42
360,80.12820512820512,BF,RFA,0.7,0.5,42
390,67.87860576923077,BF,RFA,0.7,0.5,42
420,80.61899038461539,BF,RFA,0.7,0.5,42
450,82.4619391025641,BF,RFA,0.7,0.5,42
480,65.63501602564102,BF,RFA,0.7,0.5,42
510,68.95032051282051,BF,RFA,0.7,0.5,42
540,76.32211538461539,BF,RFA,0.7,0.5,42
570,68.26923076923077,BF,RFA,0.7,0.5,42
600,74.5693108974359,BF,RFA,0.7,0.5,42
30,9.375,BF,RFA,0.3,0.001,256
60,11.017628205128204,BF,RFA,0.3,0.001,256
90,12.75040064102564,BF,RFA,0.3,0.001,256
120,14.122596153846153,BF,RFA,0.3,0.001,256
150,15.264423076923077,BF,RFA,0.3,0.001,256
180,16.145833333333332,BF,RFA,0.3,0.001,256
210,17.00721153846154,BF,RFA,0.3,0.001,256
240,17.89863782051282,BF,RFA,0.3,0.001,256
270,18.84014423076923,BF,RFA,0.3,0.001,256
300,19.561298076923077,BF,RFA,0.3,0.001,256
330,20.352564102564102,BF,RFA,0.3,0.001,256
360,21.043669871794872,BF,RFA,0.3,0.001,256
390,21.604567307692307,BF,RFA,0.3,0.001,256
420,22.235576923076923,BF,RFA,0.3,0.001,256
450,22.846554487179485,BF,RFA,0.3,0.001,256
480,23.25721153846154,BF,RFA,0.3,0.001,256
510,23.697916666666668,BF,RFA,0.3,0.001,256
540,24.338942307692307,BF,RFA,0.3,0.001,256
570,24.88982371794872,BF,RFA,0.3,0.001,256
600,25.200320512820515,BF,RFA,0.3,0.001,256
30,55.09815705128205,BF,RFA,0.99,0.05,256
60,58.05288461538461,BF,RFA,0.99,0.05,256
90,63.50160256410256,BF,RFA,0.99,0.05,256
120,68.85016025641026,BF,RFA,0.99,0.05,256
150,75.1201923076923,BF,RFA,0.99,0.05,256
180,79.77764423076923,BF,RFA,0.99,0.05,256
210,75.10016025641026,BF,RFA,0.99,0.05,256
240,73.76802884615384,BF,RFA,0.99,0.05,256
270,76.03165064102564,BF,RFA,0.99,0.05,256
300,78.19511217948718,BF,RFA,0.99,0.05,256
330,69.75160256410257,BF,RFA,0.99,0.05,256
360,70.80328525641026,BF,RFA,0.99,0.05,256
390,73.27724358974359,BF,RFA,0.99,0.05,256
420,72.33573717948718,BF,RFA,0.99,0.05,256
450,76.86298076923077,BF,RFA,0.99,0.05,256
480,78.5957532051282,BF,RFA,0.99,0.05,256
510,79.2568108974359,BF,RFA,0.99,0.05,256
540,79.77764423076923,BF,RFA,0.99,0.05,256
570,78.74599358974359,BF,RFA,0.99,0.05,256
600,78.61578525641026,BF,RFA,0.99,0.05,256
30,65.79527243589743,BF,RFA,0.5,0.05,0
60,61.95913461538461,BF,RFA,0.5,0.05,0
90,65.00400641025641,BF,RFA,0.5,0.05,0
120,68.80008012820512,BF,RFA,0.5,0.05,0
150,72.2255608974359,BF,RFA,0.5,0.05,0
180,71.7948717948718,BF,RFA,0.5,0.05,0
210,72.62620192307692,BF,RFA,0.5,0.05,0
240,73.37740384615384,BF,RFA,0.5,0.05,0
270,74.1786858974359,BF,RFA,0.5,0.05,0
300,74.6494391025641,BF,RFA,0.5,0.05,0
330,75.23036858974359,BF,RFA,0.5,0.05,0
360,75.67107371794872,BF,RFA,0.5,0.05,0
390,76.08173076923077,BF,RFA,0.5,0.05,0
420,76.1318108974359,BF,RFA,0.5,0.05,0
450,76.32211538461539,BF,RFA,0.5,0.05,0
480,76.65264423076923,BF,RFA,0.5,0.05,0
510,76.8729967948718,BF,RFA,0.5,0.05,0
540,77.2235576923077,BF,RFA,0.5,0.05,0
570,77.39383012820512,BF,RFA,0.5,0.05,0
600,77.50400641025641,BF,RFA,0.5,0.05,0
30,73.46754807692308,BF,RFA,0.95,0.5,256
60,83.14302884615384,BF,RFA,0.95,0.5,256
90,84.46514423076923,BF,RFA,0.95,0.5,256
120,85.95753205128206,BF,RFA,0.95,0.5,256
150,86.6386217948718,BF,RFA,0.95,0.5,256
180,87.16947115384616,BF,RFA,0.95,0.5,256
210,85.92748397435898,BF,RFA,0.95,0.5,256
240,85.59695512820512,BF,RFA,0.95,0.5,256
270,86.57852564102564,BF,RFA,0.95,0.5,256
300,85.34655448717949,BF,RFA,0.95,0.5,256
330,86.93910256410257,BF,RFA,0.95,0.5,256
360,83.96434294871794,BF,RFA,0.95,0.5,256
390,83.96434294871794,BF,RFA,0.95,0.5,256
420,85.2764423076923,BF,RFA,0.95,0.5,256
450,85.88741987179488,BF,RFA,0.95,0.5,256
480,84.53525641025641,BF,RFA,0.95,0.5,256
510,86.6386217948718,BF,RFA,0.95,0.5,256
540,82.13141025641026,BF,RFA,0.95,0.5,256
570,85.80729166666667,BF,RFA,0.95,0.5,256
600,85.21634615384616,BF,RFA,0.95,0.5,256
30,64.83373397435898,BF,RFA,0.3,0.1,256
60,74.79967948717949,BF,RFA,0.3,0.1,256
90,76.63261217948718,BF,RFA,0.3,0.1,256
120,74.53926282051282,BF,RFA,0.3,0.1,256
150,75.30048076923077,BF,RFA,0.3,0.1,256
180,75.67107371794872,BF,RFA,0.3,0.1,256
210,75.96153846153847,BF,RFA,0.3,0.1,256
240,76.51241987179488,BF,RFA,0.3,0.1,256
270,77.00320512820512,BF,RFA,0.3,0.1,256
300,76.77283653846153,BF,RFA,0.3,0.1,256
330,77.2636217948718,BF,RFA,0.3,0.1,256
360,76.98317307692308,BF,RFA,0.3,0.1,256
390,76.41225961538461,BF,RFA,0.3,0.1,256
420,75.93149038461539,BF,RFA,0.3,0.1,256
450,75.96153846153847,BF,RFA,0.3,0.1,256
480,75.72115384615384,BF,RFA,0.3,0.1,256
510,75.48076923076923,BF,RFA,0.3,0.1,256
540,76.46233974358974,BF,RFA,0.3,0.1,256
570,75.56089743589743,BF,RFA,0.3,0.1,256
600,75.80128205128206,BF,RFA,0.3,0.1,256
30,18.920272435897434,BF,RFA,0.95,0.005,0
60,26.572516025641026,BF,RFA,0.95,0.005,0
90,30.128205128205128,BF,RFA,0.95,0.005,0
120,32.03125,BF,RFA,0.95,0.005,0
150,33.57371794871795,BF,RFA,0.95,0.005,0
180,34.99599358974359,BF,RFA,0.95,0.005,0
210,36.55849358974359,BF,RFA,0.95,0.005,0
240,38.181089743589745,BF,RFA,0.95,0.005,0
270,39.86378205128205,BF,RFA,0.95,0.005,0
300,41.59655448717949,BF,RFA,0.95,0.005,0
330,43.76001602564103,BF,RFA,0.95,0.005,0
360,45.46274038461539,BF,RFA,0.95,0.005,0
390,47.48597756410256,BF,RFA,0.95,0.005,0
420,49.15865384615385,BF,RFA,0.95,0.005,0
450,50.861378205128204,BF,RFA,0.95,0.005,0
480,52.49399038461539,BF,RFA,0.95,0.005,0
510,54.06650641025641,BF,RFA,0.95,0.005,0
540,55.29847756410256,BF,RFA,0.95,0.005,0
570,56.39022435897436,BF,RFA,0.95,0.005,0
600,57.111378205128204,BF,RFA,0.95,0.005,0
30,57.51201923076923,BF,RFA,0.9,0.05,42
60,62.029246794871796,BF,RFA,0.9,0.05,42
90,66.68669871794872,BF,RFA,0.9,0.05,42
120,70.9735576923077,BF,RFA,0.9,0.05,42
150,71.8349358974359,BF,RFA,0.9,0.05,42
180,73.14703525641026,BF,RFA,0.9,0.05,42
210,74.5292467948718,BF,RFA,0.9,0.05,42
240,76.15184294871794,BF,RFA,0.9,0.05,42
270,78.17508012820512,BF,RFA,0.9,0.05,42
300,79.01642628205128,BF,RFA,0.9,0.05,42
330,79.57732371794872,BF,RFA,0.9,0.05,42
360,80.09815705128206,BF,RFA,0.9,0.05,42
390,80.57892628205128,BF,RFA,0.9,0.05,42
420,80.76923076923077,BF,RFA,0.9,0.05,42
450,80.99959935897436,BF,RFA,0.9,0.05,42
480,81.67067307692308,BF,RFA,0.9,0.05,42
510,81.94110576923077,BF,RFA,0.9,0.05,42
540,82.23157051282051,BF,RFA,0.9,0.05,42
570,81.9511217948718,BF,RFA,0.9,0.05,42
600,82.3818108974359,BF,RFA,0.9,0.05,42
30,23.968349358974358,BF,RFA,0.99,0.005,256
60,29.947916666666668,BF,RFA,0.99,0.005,256
90,32.892628205128204,BF,RFA,0.99,0.005,256
120,35.056089743589745,BF,RFA,0.99,0.005,256
150,37.1494391025641,BF,RFA,0.99,0.005,256
180,38.82211538461539,BF,RFA,0.99,0.005,256
210,40.64503205128205,BF,RFA,0.99,0.005,256
240,42.17748397435897,BF,RFA,0.99,0.005,256
270,43.89022435897436,BF,RFA,0.99,0.005,256
300,45.34254807692308,BF,RFA,0.99,0.005,256
330,46.64463141025641,BF,RFA,0.99,0.005,256
360,47.6161858974359,BF,RFA,0.99,0.005,256
390,48.49759615384615,BF,RFA,0.99,0.005,256
420,49.12860576923077,BF,RFA,0.99,0.005,256
450,49.869791666666664,BF,RFA,0.99,0.005,256
480,50.390625,BF,RFA,0.99,0.005,256
510,50.94150641025641,BF,RFA,0.99,0.005,256
540,51.44230769230769,BF,RFA,0.99,0.005,256
570,51.80288461538461,BF,RFA,0.99,0.005,256
600,52.27363782051282,BF,RFA,0.99,0.005,256
30,63.58173076923077,BF,RFA,0.95,0.05,0
60,62.04927884615385,BF,RFA,0.95,0.05,0
90,65.08413461538461,BF,RFA,0.95,0.05,0
120,70.56290064102564,BF,RFA,0.95,0.05,0
150,73.57772435897436,BF,RFA,0.95,0.05,0
180,78.76602564102564,BF,RFA,0.95,0.05,0
210,81.10977564102564,BF,RFA,0.95,0.05,0
240,73.26722756410257,BF,RFA,0.95,0.05,0
270,76.04166666666667,BF,RFA,0.95,0.05,0
300,77.734375,BF,RFA,0.95,0.05,0
330,77.80448717948718,BF,RFA,0.95,0.05,0
360,79.16666666666667,BF,RFA,0.95,0.05,0
390,79.46714743589743,BF,RFA,0.95,0.05,0
420,79.90785256410257,BF,RFA,0.95,0.05,0
450,80.55889423076923,BF,RFA,0.95,0.05,0
480,80.94951923076923,BF,RFA,0.95,0.05,0
510,81.35016025641026,BF,RFA,0.95,0.05,0
540,81.47035256410257,BF,RFA,0.95,0.05,0
570,81.73076923076923,BF,RFA,0.95,0.05,0
600,82.04126602564102,BF,RFA,0.95,0.05,0
30,18.91025641025641,BF,RFA,0.99,0.005,42
60,26.111778846153847,BF,RFA,0.99,0.005,42
90,30.639022435897434,BF,RFA,0.99,0.005,42
120,33.50360576923077,BF,RFA,0.99,0.005,42
150,35.52684294871795,BF,RFA,0.99,0.005,42
180,36.6786858974359,BF,RFA,0.99,0.005,42
210,37.68028846153846,BF,RFA,0.99,0.005,42
240,38.90224358974359,BF,RFA,0.99,0.005,42
270,40.494791666666664,BF,RFA,0.99,0.005,42
300,42.45793269230769,BF,RFA,0.99,0.005,42
330,43.76001602564103,BF,RFA,0.99,0.005,42
360,45.14222756410256,BF,RFA,0.99,0.005,42
390,46.584535256410255,BF,RFA,0.99,0.005,42
420,47.68629807692308,BF,RFA,0.99,0.005,42
450,48.50761217948718,BF,RFA,0.99,0.005,42
480,49.318910256410255,BF,RFA,0.99,0.005,42
510,50.07011217948718,BF,RFA,0.99,0.005,42
540,50.73116987179487,BF,RFA,0.99,0.005,42
570,51.39222756410256,BF,RFA,0.99,0.005,42
600,51.90304487179487,BF,RFA,0.99,0.005,42
30,33.904246794871796,BF,RFA,0.9,0.01,42
60,41.276041666666664,BF,RFA,0.9,0.01,42
90,46.54447115384615,BF,RFA,0.9,0.01,42
120,49.57932692307692,BF,RFA,0.9,0.01,42
150,51.73277243589744,BF,RFA,0.9,0.01,42
180,53.18509615384615,BF,RFA,0.9,0.01,42
210,54.11658653846154,BF,RFA,0.9,0.01,42
240,54.967948717948715,BF,RFA,0.9,0.01,42
270,55.578926282051285,BF,RFA,0.9,0.01,42
300,56.62059294871795,BF,RFA,0.9,0.01,42
330,57.291666666666664,BF,RFA,0.9,0.01,42
360,58.08293269230769,BF,RFA,0.9,0.01,42
390,58.65384615384615,BF,RFA,0.9,0.01,42
420,58.76402243589744,BF,RFA,0.9,0.01,42
450,58.84415064102564,BF,RFA,0.9,0.01,42
480,59.0244391025641,BF,RFA,0.9,0.01,42
510,59.15464743589744,BF,RFA,0.9,0.01,42
540,59.42508012820513,BF,RFA,0.9,0.01,42
570,59.635416666666664,BF,RFA,0.9,0.01,42
600,59.97596153846154,BF,RFA,0.9,0.01,42
30,9.395032051282051,BF,RFA,0.9,0.001,0
60,10.647035256410257,BF,RFA,0.9,0.001,0
90,11.548477564102564,BF,RFA,0.9,0.001,0
120,12.389823717948717,BF,RFA,0.9,0.001,0
150,13.080929487179487,BF,RFA,0.9,0.001,0
180,13.76201923076923,BF,RFA,0.9,0.001,0
210,14.262820512820513,BF,RFA,0.9,0.001,0
240,14.723557692307692,BF,RFA,0.9,0.001,0
270,15.084134615384615,BF,RFA,0.9,0.001,0
300,15.474759615384615,BF,RFA,0.9,0.001,0
330,15.865384615384615,BF,RFA,0.9,0.001,0
360,16.10576923076923,BF,RFA,0.9,0.001,0
390,16.47636217948718,BF,RFA,0.9,0.001,0
420,16.716746794871796,BF,RFA,0.9,0.001,0
450,16.987179487179485,BF,RFA,0.9,0.001,0
480,17.267628205128204,BF,RFA,0.9,0.001,0
510,17.578125,BF,RFA,0.9,0.001,0
540,17.85857371794872,BF,RFA,0.9,0.001,0
570,18.279246794871796,BF,RFA,0.9,0.001,0
600,18.82011217948718,BF,RFA,0.9,0.001,0
30,75.22035256410257,BF,RFA,0.3,0.5,256
60,73.92828525641026,BF,RFA,0.3,0.5,256
90,74.61939102564102,BF,RFA,0.3,0.5,256
120,72.02524038461539,BF,RFA,0.3,0.5,256
150,74.35897435897436,BF,RFA,0.3,0.5,256
180,71.10376602564102,BF,RFA,0.3,0.5,256
210,70.05208333333333,BF,RFA,0.3,0.5,256
240,71.15384615384616,BF,RFA,0.3,0.5,256
270,68.45953525641026,BF,RFA,0.3,0.5,256
300,69.70152243589743,BF,RFA,0.3,0.5,256
330,72.15544871794872,BF,RFA,0.3,0.5,256
360,73.28725961538461,BF,RFA,0.3,0.5,256
390,70.38261217948718,BF,RFA,0.3,0.5,256
420,70.57291666666667,BF,RFA,0.3,0.5,256
450,69.921875,BF,RFA,0.3,0.5,256
480,68.58974358974359,BF,RFA,0.3,0.5,256
510,68.2391826923077,BF,RFA,0.3,0.5,256
540,70.18229166666667,BF,RFA,0.3,0.5,256
570,67.93870192307692,BF,RFA,0.3,0.5,256
600,66.56650641025641,BF,RFA,0.3,0.5,256
30,79.40705128205128,BF,RFA,0.9,0.5,256
60,83.97435897435898,BF,RFA,0.9,0.5,256
90,84.95592948717949,BF,RFA,0.9,0.5,256
120,85.14623397435898,BF,RFA,0.9,0.5,256
150,85.38661858974359,BF,RFA,0.9,0.5,256
180,85.69711538461539,BF,RFA,0.9,0.5,256
210,82.43189102564102,BF,RFA,0.9,0.5,256
240,85.26642628205128,BF,RFA,0.9,0.5,256
270,83.92427884615384,BF,RFA,0.9,0.5,256
300,84.35496794871794,BF,RFA,0.9,0.5,256
330,84.4551282051282,BF,RFA,0.9,0.5,256
360,83.84415064102564,BF,RFA,0.9,0.5,256
390,83.77403846153847,BF,RFA,0.9,0.5,256
420,79.38701923076923,BF,RFA,0.9,0.5,256
450,83.3233173076923,BF,RFA,0.9,0.5,256
480,82.90264423076923,BF,RFA,0.9,0.5,256
510,79.40705128205128,BF,RFA,0.9,0.5,256
540,74.93990384615384,BF,RFA,0.9,0.5,256
570,80.5088141025641,BF,RFA,0.9,0.5,256
600,75.41065705128206,BF,RFA,0.9,0.5,256
30,32.141426282051285,BF,RFA,0.99,0.01,42
60,37.600160256410255,BF,RFA,0.99,0.01,42
90,41.34615384615385,BF,RFA,0.99,0.01,42
120,46.794871794871796,BF,RFA,0.99,0.01,42
150,50.290464743589745,BF,RFA,0.99,0.01,42
180,52.09334935897436,BF,RFA,0.99,0.01,42
210,53.35536858974359,BF,RFA,0.99,0.01,42
240,54.38701923076923,BF,RFA,0.99,0.01,42
270,55.158253205128204,BF,RFA,0.99,0.01,42
300,55.53886217948718,BF,RFA,0.99,0.01,42
330,56.04967948717949,BF,RFA,0.99,0.01,42
360,56.55048076923077,BF,RFA,0.99,0.01,42
390,57.131410256410255,BF,RFA,0.99,0.01,42
420,57.56209935897436,BF,RFA,0.99,0.01,42
450,58.04286858974359,BF,RFA,0.99,0.01,42
480,58.64383012820513,BF,RFA,0.99,0.01,42
510,59.18469551282051,BF,RFA,0.99,0.01,42
540,59.88581730769231,BF,RFA,0.99,0.01,42
570,60.36658653846154,BF,RFA,0.99,0.01,42
600,61.00761217948718,BF,RFA,0.99,0.01,42
30,80.76923076923077,BF,RFA,0.5,0.5,42
60,74.37900641025641,BF,RFA,0.5,0.5,42
90,73.3573717948718,BF,RFA,0.5,0.5,42
120,75.63100961538461,BF,RFA,0.5,0.5,42
150,73.22716346153847,BF,RFA,0.5,0.5,42
180,78.8661858974359,BF,RFA,0.5,0.5,42
210,70.99358974358974,BF,RFA,0.5,0.5,42
240,75.63100961538461,BF,RFA,0.5,0.5,42
270,71.28405448717949,BF,RFA,0.5,0.5,42
300,72.58613782051282,BF,RFA,0.5,0.5,42
330,72.93669871794872,BF,RFA,0.5,0.5,42
360,59.845753205128204,BF,RFA,0.5,0.5,42
390,78.83613782051282,BF,RFA,0.5,0.5,42
420,77.13341346153847,BF,RFA,0.5,0.5,42
450,70.86338141025641,BF,RFA,0.5,0.5,42
480,73.52764423076923,BF,RFA,0.5,0.5,42
510,72.07532051282051,BF,RFA,0.5,0.5,42
540,73.50761217948718,BF,RFA,0.5,0.5,42
570,70.93349358974359,BF,RFA,0.5,0.5,42
600,69.25080128205128,BF,RFA,0.5,0.5,42
30,65.38461538461539,BF,RFA,0.9,0.1,42
60,71.77483974358974,BF,RFA,0.9,0.1,42
90,77.05328525641026,BF,RFA,0.9,0.1,42
120,79.31690705128206,BF,RFA,0.9,0.1,42
150,81.38020833333333,BF,RFA,0.9,0.1,42
180,82.01121794871794,BF,RFA,0.9,0.1,42
210,82.57211538461539,BF,RFA,0.9,0.1,42
240,83.2431891025641,BF,RFA,0.9,0.1,42
270,83.39342948717949,BF,RFA,0.9,0.1,42
300,83.79407051282051,BF,RFA,0.9,0.1,42
330,84.1045673076923,BF,RFA,0.9,0.1,42
360,84.47516025641026,BF,RFA,0.9,0.1,42
390,84.3349358974359,BF,RFA,0.9,0.1,42
420,84.57532051282051,BF,RFA,0.9,0.1,42
450,84.8457532051282,BF,RFA,0.9,0.1,42
480,84.78565705128206,BF,RFA,0.9,0.1,42
510,85.10616987179488,BF,RFA,0.9,0.1,42
540,85.2764423076923,BF,RFA,0.9,0.1,42
570,84.96594551282051,BF,RFA,0.9,0.1,42
600,85.15625,BF,RFA,0.9,0.1,42
30,56.63060897435897,BF,RFA,0.7,0.05,42
60,62.109375,BF,RFA,0.7,0.05,42
90,66.7568108974359,BF,RFA,0.7,0.05,42
120,70.72315705128206,BF,RFA,0.7,0.05,42
150,71.9951923076923,BF,RFA,0.7,0.05,42
180,72.89663461538461,BF,RFA,0.7,0.05,42
210,73.81810897435898,BF,RFA,0.7,0.05,42
240,75.0400641025641,BF,RFA,0.7,0.05,42
270,76.45232371794872,BF,RFA,0.7,0.05,42
300,77.18349358974359,BF,RFA,0.7,0.05,42
330,78.22516025641026,BF,RFA,0.7,0.05,42
360,78.72596153846153,BF,RFA,0.7,0.05,42
390,79.10657051282051,BF,RFA,0.7,0.05,42
420,79.00641025641026,BF,RFA,0.7,0.05,42
450,79.3369391025641,BF,RFA,0.7,0.05,42
480,79.91786858974359,BF,RFA,0.7,0.05,42
510,80.13822115384616,BF,RFA,0.7,0.05,42
540,80.43870192307692,BF,RFA,0.7,0.05,42
570,80.23838141025641,BF,RFA,0.7,0.05,42
600,80.55889423076923,BF,RFA,0.7,0.05,42
30,74.21875,BF,RFA,0.9,0.5,42
60,82.8926282051282,BF,RFA,0.9,0.5,42
90,85.38661858974359,BF,RFA,0.9,0.5,42
120,83.5136217948718,BF,RFA,0.9,0.5,42
150,85.12620192307692,BF,RFA,0.9,0.5,42
180,84.56530448717949,BF,RFA,0.9,0.5,42
210,82.05128205128206,BF,RFA,0.9,0.5,42
240,80.1582532051282,BF,RFA,0.9,0.5,42
270,85.57692307692308,BF,RFA,0.9,0.5,42
300,84.54527243589743,BF,RFA,0.9,0.5,42
330,81.5604967948718,BF,RFA,0.9,0.5,42
360,82.25160256410257,BF,RFA,0.9,0.5,42
390,77.66426282051282,BF,RFA,0.9,0.5,42
420,84.92588141025641,BF,RFA,0.9,0.5,42
450,82.76241987179488,BF,RFA,0.9,0.5,42
480,75.85136217948718,BF,RFA,0.9,0.5,42
510,82.78245192307692,BF,RFA,0.9,0.5,42
540,84.8457532051282,BF,RFA,0.9,0.5,42
570,79.31690705128206,BF,RFA,0.9,0.5,42
600,84.79567307692308,BF,RFA,0.9,0.5,42
30,56.6806891025641,BF,RFA,0.3,0.05,42
60,60.256410256410255,BF,RFA,0.3,0.05,42
90,64.4130608974359,BF,RFA,0.3,0.05,42
120,68.34935897435898,BF,RFA,0.3,0.05,42
150,71.54447115384616,BF,RFA,0.3,0.05,42
180,72.16546474358974,BF,RFA,0.3,0.05,42
210,72.65625,BF,RFA,0.3,0.05,42
240,72.87660256410257,BF,RFA,0.3,0.05,42
270,73.19711538461539,BF,RFA,0.3,0.05,42
300,73.59775641025641,BF,RFA,0.3,0.05,42
330,73.7479967948718,BF,RFA,0.3,0.05,42
360,74.06850961538461,BF,RFA,0.3,0.05,42
390,74.3389423076923,BF,RFA,0.3,0.05,42
420,74.50921474358974,BF,RFA,0.3,0.05,42
450,74.67948717948718,BF,RFA,0.3,0.05,42
480,74.86979166666667,BF,RFA,0.3,0.05,42
510,75.06009615384616,BF,RFA,0.3,0.05,42
540,75.22035256410257,BF,RFA,0.3,0.05,42
570,75.40064102564102,BF,RFA,0.3,0.05,42
600,75.30048076923077,BF,RFA,0.3,0.05,42
30,74.05849358974359,BF,RFA,0.0,0.5,256
60,71.66466346153847,BF,RFA,0.0,0.5,256
90,70.30248397435898,BF,RFA,0.0,0.5,256
120,73.01682692307692,BF,RFA,0.0,0.5,256
150,73.61778846153847,BF,RFA,0.0,0.5,256
180,70.0020032051282,BF,RFA,0.0,0.5,256
210,69.16065705128206,BF,RFA,0.0,0.5,256
240,68.55969551282051,BF,RFA,0.0,0.5,256
270,69.34094551282051,BF,RFA,0.0,0.5,256
300,69.97195512820512,BF,RFA,0.0,0.5,256
330,68.80008012820512,BF,RFA,0.0,0.5,256
360,69.40104166666667,BF,RFA,0.0,0.5,256
390,68.14903846153847,BF,RFA,0.0,0.5,256
420,66.76682692307692,BF,RFA,0.0,0.5,256
450,69.39102564102564,BF,RFA,0.0,0.5,256
480,67.87860576923077,BF,RFA,0.0,0.5,256
510,66.89703525641026,BF,RFA,0.0,0.5,256
540,68.29927884615384,BF,RFA,0.0,0.5,256
570,68.4795673076923,BF,RFA,0.0,0.5,256
600,67.01722756410257,BF,RFA,0.0,0.5,256
30,31.17988782051282,BF,RFA,0.95,0.01,0
60,36.64863782051282,BF,RFA,0.95,0.01,0
90,41.15584935897436,BF,RFA,0.95,0.01,0
120,46.55448717948718,BF,RFA,0.95,0.01,0
150,51.71274038461539,BF,RFA,0.95,0.01,0
180,55.76923076923077,BF,RFA,0.95,0.01,0
210,58.45352564102564,BF,RFA,0.95,0.01,0
240,60.40665064102564,BF,RFA,0.95,0.01,0
270,61.798878205128204,BF,RFA,0.95,0.01,0
300,62.84054487179487,BF,RFA,0.95,0.01,0
330,63.79206730769231,BF,RFA,0.95,0.01,0
360,64.81370192307692,BF,RFA,0.95,0.01,0
390,65.72516025641026,BF,RFA,0.95,0.01,0
420,66.37620192307692,BF,RFA,0.95,0.01,0
450,66.2860576923077,BF,RFA,0.95,0.01,0
480,66.14583333333333,BF,RFA,0.95,0.01,0
510,66.11578525641026,BF,RFA,0.95,0.01,0
540,65.73517628205128,BF,RFA,0.95,0.01,0
570,64.9238782051282,BF,RFA,0.95,0.01,0
600,64.28285256410257,BF,RFA,0.95,0.01,0
30,36.38822115384615,BF,RFA,0.5,0.01,42
60,43.42948717948718,BF,RFA,0.5,0.01,42
90,48.31730769230769,BF,RFA,0.5,0.01,42
120,50.651041666666664,BF,RFA,0.5,0.01,42
150,52.624198717948715,BF,RFA,0.5,0.01,42
